sigma_max_MPa,a_mm,N_cycles,dK_MPa_sqrt_m,dadN_m_per_cyc
100,15.11375,133078.134,32.7106,3.499984e-07
100,15.12500,133110.277,32.7385,3.508932e-07
100,15.13625,133142.338,32.7663,3.517903e-07
100,15.14750,133174.317,32.7942,3.526896e-07
100,15.15875,133206.215,32.8222,3.535911e-07
100,15.17000,133238.032,32.8501,3.544949e-07
100,15.18125,133269.767,32.8781,3.554010e-07
100,15.19250,133301.421,32.9060,3.563093e-07
100,15.20375,133332.995,32.9341,3.572199e-07
100,15.21500,133364.488,32.9621,3.581328e-07
100,15.22625,133395.901,32.9901,3.590479e-07
100,15.23750,133427.234,33.0182,3.599654e-07
100,15.24875,133458.487,33.0463,3.608851e-07
100,15.26000,133489.660,33.0744,3.618071e-07
100,15.27125,133520.754,33.1026,3.627315e-07
100,15.28250,133551.769,33.1307,3.636582e-07
100,15.29375,133582.705,33.1589,3.645872e-07
100,15.30500,133613.561,33.1871,3.655185e-07
100,15.31625,133644.340,33.2154,3.664521e-07
100,15.32750,133675.039,33.2436,3.673881e-07
100,15.33875,133705.661,33.2719,3.683265e-07
100,15.35000,133736.204,33.3002,3.692672e-07
100,15.36125,133766.670,33.3285,3.702102e-07
100,15.37250,133797.058,33.3569,3.711556e-07
100,15.38375,133827.369,33.3852,3.721034e-07
100,15.39500,133857.603,33.4136,3.730536e-07
100,15.40625,133887.759,33.4421,3.740062e-07
100,15.41750,133917.839,33.4705,3.749611e-07
100,15.42875,133947.842,33.4990,3.759185e-07
100,15.44000,133977.769,33.5274,3.768783e-07
100,15.45125,134007.619,33.5559,3.778404e-07
100,15.46250,134037.394,33.5845,3.788050e-07
100,15.47375,134067.092,33.6130,3.797720e-07
100,15.48500,134096.715,33.6416,3.807415e-07
100,15.49625,134126.263,33.6702,3.817134e-07
100,15.50750,134155.735,33.6988,3.826877e-07
100,15.51875,134185.133,33.7275,3.836645e-07
100,15.53000,134214.455,33.7561,3.846438e-07
100,15.54125,134243.703,33.7848,3.856255e-07
100,15.55250,134272.876,33.8136,3.866097e-07
100,15.56375,134301.975,33.8423,3.875963e-07
100,15.57500,134331.000,33.8711,3.885855e-07
100,15.58625,134359.952,33.8999,3.895771e-07
100,15.59750,134388.829,33.9287,3.905713e-07
100,15.60875,134417.633,33.9575,3.915679e-07
100,15.62000,134446.364,33.9864,3.925671e-07
100,15.63125,134475.021,34.0152,3.935688e-07
100,15.64250,134503.606,34.0441,3.945730e-07
100,15.65375,134532.118,34.0731,3.955797e-07
100,15.66500,134560.557,34.1020,3.965890e-07
100,15.67625,134588.924,34.1310,3.976009e-07
100,15.68750,134617.219,34.1600,3.986153e-07
100,15.69875,134645.441,34.1890,3.996322e-07
100,15.71000,134673.592,34.2181,4.006518e-07
100,15.72125,134701.671,34.2472,4.016739e-07
100,15.73250,134729.679,34.2763,4.026986e-07
100,15.74375,134757.616,34.3054,4.037258e-07
100,15.75500,134785.481,34.3345,4.047557e-07
100,15.76625,134813.276,34.3637,4.057882e-07
100,15.77750,134841.000,34.3929,4.068233e-07
100,15.78875,134868.653,34.4221,4.078610e-07
100,15.80000,134896.236,34.4513,4.089014e-07
100,15.81125,134923.748,34.4806,4.099444e-07
100,15.82250,134951.191,34.5099,4.109900e-07
100,15.83375,134978.564,34.5392,4.120383e-07
100,15.84500,135005.867,34.5686,4.130892e-07
100,15.85625,135033.101,34.5979,4.141428e-07
100,15.86750,135060.266,34.6273,4.151991e-07
100,15.87875,135087.361,34.6567,4.162580e-07
100,15.89000,135114.388,34.6862,4.173196e-07
100,15.90125,135141.346,34.7156,4.183840e-07
100,15.91250,135168.235,34.7451,4.194510e-07
100,15.92375,135195.055,34.7746,4.205207e-07
100,15.93500,135221.808,34.8042,4.215932e-07
100,15.94625,135248.492,34.8337,4.226683e-07
100,15.95750,135275.109,34.8633,4.237462e-07
100,15.96875,135301.658,34.8929,4.248269e-07
100,15.98000,135328.139,34.9226,4.259103e-07
100,15.99125,135354.553,34.9522,4.269964e-07
100,16.00250,135380.900,34.9819,4.280853e-07
100,16.01375,135407.180,35.0116,4.291770e-07
100,16.02500,135433.393,35.0414,4.302715e-07
100,16.03625,135459.539,35.0711,4.313687e-07
100,16.04750,135485.619,35.1009,4.324688e-07
100,16.05875,135511.632,35.1307,4.335716e-07
100,16.07000,135537.580,35.1605,4.346772e-07
100,16.08125,135563.461,35.1904,4.357857e-07
100,16.09250,135589.276,35.2203,4.368970e-07
100,16.10375,135615.026,35.2502,4.380111e-07
100,16.11500,135640.711,35.2801,4.391281e-07
100,16.12625,135666.329,35.3101,4.402479e-07
100,16.13750,135691.883,35.3401,4.413705e-07
100,16.14875,135717.372,35.3701,4.424960e-07
100,16.16000,135742.796,35.4002,4.436244e-07
100,16.17125,135768.155,35.4302,4.447557e-07
100,16.18250,135793.450,35.4603,4.458899e-07
100,16.19375,135818.681,35.4904,4.470269e-07
100,16.20500,135843.847,35.5206,4.481669e-07
100,16.21625,135868.949,35.5507,4.493098e-07
100,16.22750,135893.987,35.5809,4.504556e-07
100,16.23875,135918.962,35.6112,4.516043e-07
100,16.25000,135943.873,35.6414,4.527560e-07
100,16.26125,135968.721,35.6717,4.539106e-07
100,16.27250,135993.506,35.7020,4.550682e-07
100,16.28375,136018.227,35.7323,4.562287e-07
100,16.29500,136042.886,35.7626,4.573922e-07
100,16.30625,136067.482,35.7930,4.585587e-07
100,16.31750,136092.015,35.8234,4.597281e-07
100,16.32875,136116.486,35.8538,4.609006e-07
100,16.34000,136140.895,35.8843,4.620760e-07
100,16.35125,136165.242,35.9148,4.632545e-07
100,16.36250,136189.526,35.9453,4.644360e-07
100,16.37375,136213.749,35.9758,4.656205e-07
100,16.38500,136237.911,36.0064,4.668081e-07
100,16.39625,136262.011,36.0370,4.679987e-07
100,16.40750,136286.049,36.0676,4.691924e-07
100,16.41875,136310.026,36.0982,4.703891e-07
100,16.43000,136333.943,36.1289,4.715889e-07
100,16.44125,136357.798,36.1596,4.727918e-07
100,16.45250,136381.593,36.1903,4.739978e-07
100,16.46375,136405.327,36.2210,4.752068e-07
100,16.47500,136429.001,36.2518,4.764190e-07
100,16.48625,136452.615,36.2826,4.776343e-07
100,16.49750,136476.169,36.3134,4.788527e-07
100,16.50875,136499.662,36.3443,4.800743e-07
100,16.52000,136523.096,36.3752,4.812990e-07
100,16.53125,136546.470,36.4061,4.825268e-07
100,16.54250,136569.785,36.4370,4.837578e-07
100,16.55375,136593.041,36.4680,4.849920e-07
100,16.56500,136616.237,36.4990,4.862293e-07
100,16.57625,136639.374,36.5300,4.874699e-07
100,16.58750,136662.452,36.5610,4.887136e-07
100,16.59875,136685.472,36.5921,4.899605e-07
100,16.61000,136708.433,36.6232,4.912107e-07
100,16.62125,136731.336,36.6543,4.924641e-07
100,16.63250,136754.180,36.6854,4.937207e-07
100,16.64375,136776.966,36.7166,4.949805e-07
100,16.65500,136799.694,36.7478,4.962436e-07
100,16.66625,136822.365,36.7791,4.975100e-07
100,16.67750,136844.977,36.8103,4.987796e-07
100,16.68875,136867.532,36.8416,5.000525e-07
100,16.70000,136890.030,36.8729,5.013287e-07
100,16.71125,136912.470,36.9043,5.026082e-07
100,16.72250,136934.854,36.9356,5.038910e-07
100,16.73375,136957.180,36.9670,5.051772e-07
100,16.74500,136979.449,36.9985,5.064666e-07
100,16.75625,137001.662,37.0299,5.077594e-07
100,16.76750,137023.818,37.0614,5.090555e-07
100,16.77875,137045.918,37.0929,5.103550e-07
100,16.79000,137067.961,37.1244,5.116578e-07
100,16.80125,137089.949,37.1560,5.129641e-07
100,16.81250,137111.880,37.1876,5.142737e-07
100,16.82375,137133.756,37.2192,5.155866e-07
100,16.83500,137155.575,37.2509,5.169030e-07
100,16.84625,137177.340,37.2825,5.182228e-07
100,16.85750,137199.048,37.3142,5.195461e-07
100,16.86875,137220.702,37.3460,5.208727e-07
100,16.88000,137242.300,37.3777,5.222028e-07
100,16.89125,137263.844,37.4095,5.235364e-07
100,16.90250,137285.332,37.4414,5.248734e-07
100,16.91375,137306.766,37.4732,5.262139e-07
100,16.92500,137328.145,37.5051,5.275578e-07
100,16.93625,137349.470,37.5370,5.289053e-07
100,16.94750,137370.740,37.5689,5.302563e-07
100,16.95875,137391.956,37.6009,5.316107e-07
100,16.97000,137413.118,37.6329,5.329687e-07
100,16.98125,137434.226,37.6649,5.343302e-07
100,16.99250,137455.281,37.6969,5.356953e-07
100,17.00375,137476.282,37.7290,5.370639e-07
100,17.01500,137497.229,37.7611,5.384361e-07
100,17.02625,137518.123,37.7932,5.398118e-07
100,17.03750,137538.963,37.8254,5.411911e-07
100,17.04875,137559.751,37.8576,5.425741e-07
100,17.06000,137580.485,37.8898,5.439606e-07
100,17.07125,137601.167,37.9221,5.453507e-07
100,17.08250,137621.796,37.9543,5.467445e-07
100,17.09375,137642.372,37.9866,5.481419e-07
100,17.10500,137662.896,38.0190,5.495429e-07
100,17.11625,137683.368,38.0514,5.509476e-07
100,17.12750,137703.787,38.0837,5.523559e-07
100,17.13875,137724.154,38.1162,5.537680e-07
100,17.15000,137744.470,38.1486,5.551837e-07
100,17.16125,137764.733,38.1811,5.566031e-07
100,17.17250,137784.945,38.2136,5.580262e-07
100,17.18375,137805.105,38.2462,5.594531e-07
100,17.19500,137825.214,38.2787,5.608836e-07
100,17.20625,137845.272,38.3113,5.623179e-07
100,17.21750,137865.278,38.3440,5.637560e-07
100,17.22875,137885.234,38.3766,5.651978e-07
100,17.24000,137905.138,38.4093,5.666434e-07
100,17.25125,137924.992,38.4420,5.680928e-07
100,17.26250,137944.795,38.4748,5.695459e-07
100,17.27375,137964.548,38.5076,5.710029e-07
100,17.28500,137984.250,38.5404,5.724637e-07
100,17.29625,138003.902,38.5732,5.739283e-07
100,17.30750,138023.504,38.6061,5.753967e-07
100,17.31875,138043.055,38.6390,5.768690e-07
100,17.33000,138062.557,38.6719,5.783452e-07
100,17.34125,138082.009,38.7049,5.798252e-07
100,17.35250,138101.412,38.7379,5.813091e-07
100,17.36375,138120.765,38.7709,5.827969e-07
100,17.37500,138140.068,38.8039,5.842887e-07
100,17.38625,138159.322,38.8370,5.857843e-07
100,17.39750,138178.527,38.8701,5.872838e-07
100,17.40875,138197.683,38.9033,5.887873e-07
100,17.42000,138216.790,38.9364,5.902948e-07
100,17.43125,138235.849,38.9696,5.918062e-07
100,17.44250,138254.858,39.0029,5.933216e-07
100,17.45375,138273.819,39.0361,5.948409e-07
100,17.46500,138292.732,39.0694,5.963643e-07
100,17.47625,138311.596,39.1028,5.978916e-07
100,17.48750,138330.412,39.1361,5.994230e-07
100,17.49875,138349.180,39.1695,6.009585e-07
100,17.51000,138367.900,39.2029,6.024979e-07
100,17.52125,138386.573,39.2364,6.040414e-07
100,17.53250,138405.197,39.2699,6.055890e-07
100,17.54375,138423.774,39.3034,6.071407e-07
100,17.55500,138442.304,39.3369,6.086964e-07
100,17.56625,138460.786,39.3705,6.102563e-07
100,17.57750,138479.221,39.4041,6.118202e-07
100,17.58875,138497.608,39.4377,6.133883e-07
100,17.60000,138515.949,39.4714,6.149606e-07
100,17.61125,138534.243,39.5051,6.165369e-07
100,17.62250,138552.490,39.5388,6.181175e-07
100,17.63375,138570.691,39.5726,6.197022e-07
100,17.64500,138588.844,39.6064,6.212911e-07
100,17.65625,138606.952,39.6402,6.228842e-07
100,17.66750,138625.013,39.6740,6.244815e-07
100,17.67875,138643.028,39.7079,6.260830e-07
100,17.69000,138660.997,39.7419,6.276888e-07
100,17.70125,138678.920,39.7758,6.292988e-07
100,17.71250,138696.797,39.8098,6.309131e-07
100,17.72375,138714.628,39.8438,6.325317e-07
100,17.73500,138732.414,39.8778,6.341545e-07
100,17.74625,138750.154,39.9119,6.357816e-07
100,17.75750,138767.849,39.9460,6.374131e-07
100,17.76875,138785.498,39.9802,6.390488e-07
100,17.78000,138803.102,40.0143,6.406889e-07
100,17.79125,138820.662,40.0486,6.423334e-07
100,17.80250,138838.176,40.0828,6.439822e-07
100,17.81375,138855.645,40.1171,6.456354e-07
100,17.82500,138873.070,40.1514,6.472930e-07
100,17.83625,138890.450,40.1857,6.489549e-07
100,17.84750,138907.786,40.2201,6.506213e-07
100,17.85875,138925.077,40.2545,6.522921e-07
100,17.87000,138942.324,40.2889,6.539674e-07
100,17.88125,138959.526,40.3234,6.556471e-07
100,17.89250,138976.685,40.3579,6.573312e-07
100,17.90375,138993.800,40.3924,6.590198e-07
100,17.91500,139010.870,40.4269,6.607130e-07
100,17.92625,139027.898,40.4615,6.624106e-07
100,17.93750,139044.881,40.4962,6.641128e-07
100,17.94875,139061.821,40.5308,6.658194e-07
100,17.96000,139078.717,40.5655,6.675306e-07
100,17.97125,139095.570,40.6002,6.692464e-07
100,17.98250,139112.380,40.6350,6.709668e-07
100,17.99375,139129.147,40.6698,6.726917e-07
100,18.00500,139145.871,40.7046,6.744212e-07
100,18.01625,139162.552,40.7395,6.761554e-07
100,18.02750,139179.190,40.7744,6.778941e-07
100,18.03875,139195.786,40.8093,6.796375e-07
100,18.05000,139212.339,40.8443,6.813856e-07
100,18.06125,139228.849,40.8792,6.831383e-07
100,18.07250,139245.317,40.9143,6.848957e-07
100,18.08375,139261.743,40.9493,6.866578e-07
100,18.09500,139278.127,40.9844,6.884246e-07
100,18.10625,139294.469,41.0195,6.901961e-07
100,18.11750,139310.768,41.0547,6.919723e-07
100,18.12875,139327.026,41.0899,6.937533e-07
100,18.14000,139343.242,41.1251,6.955391e-07
100,18.15125,139359.417,41.1604,6.973296e-07
100,18.16250,139375.550,41.1957,6.991249e-07
100,18.17375,139391.641,41.2310,7.009250e-07
100,18.18500,139407.692,41.2664,7.027300e-07
100,18.19625,139423.701,41.3018,7.045398e-07
100,18.20750,139439.668,41.3372,7.063544e-07
100,18.21875,139455.595,41.3726,7.081739e-07
100,18.23000,139471.481,41.4081,7.099982e-07
100,18.24125,139487.326,41.4437,7.118275e-07
100,18.25250,139503.131,41.4792,7.136616e-07
100,18.26375,139518.894,41.5148,7.155007e-07
100,18.27500,139534.618,41.5505,7.173447e-07
100,18.28625,139550.301,41.5861,7.191937e-07
100,18.29750,139565.943,41.6218,7.210476e-07
100,18.30875,139581.545,41.6576,7.229065e-07
100,18.32000,139597.108,41.6934,7.247704e-07
100,18.33125,139612.630,41.7292,7.266393e-07
100,18.34250,139628.112,41.7650,7.285132e-07
100,18.35375,139643.554,41.8009,7.303921e-07
100,18.36500,139658.957,41.8368,7.322761e-07
100,18.37625,139674.320,41.8727,7.341652e-07
100,18.38750,139689.644,41.9087,7.360594e-07
100,18.39875,139704.928,41.9447,7.379586e-07
100,18.41000,139720.172,41.9808,7.398630e-07
100,18.42125,139735.378,42.0169,7.417725e-07
100,18.43250,139750.544,42.0530,7.436871e-07
100,18.44375,139765.672,42.0891,7.456069e-07
100,18.45500,139780.760,42.1253,7.475318e-07
100,18.46625,139795.810,42.1615,7.494620e-07
100,18.47750,139810.820,42.1978,7.513973e-07
100,18.48875,139825.792,42.2341,7.533379e-07
100,18.50000,139840.726,42.2704,7.552837e-07
100,18.51125,139855.621,42.3068,7.572348e-07
100,18.52250,139870.478,42.3432,7.591911e-07
100,18.53375,139885.296,42.3796,7.611527e-07
100,18.54500,139900.076,42.4161,7.631196e-07
100,18.55625,139914.818,42.4526,7.650918e-07
100,18.56750,139929.523,42.4892,7.670694e-07
100,18.57875,139944.189,42.5257,7.690523e-07
100,18.59000,139958.817,42.5624,7.710405e-07
100,18.60125,139973.408,42.5990,7.730341e-07
100,18.61250,139987.961,42.6357,7.750331e-07
100,18.62375,140002.476,42.6724,7.770376e-07
100,18.63500,140016.955,42.7092,7.790474e-07
100,18.64625,140031.395,42.7460,7.810627e-07
100,18.65750,140045.799,42.7828,7.830835e-07
100,18.66875,140060.165,42.8197,7.851097e-07
100,18.68000,140074.494,42.8566,7.871414e-07
100,18.69125,140088.786,42.8935,7.891786e-07
100,18.70250,140103.042,42.9305,7.912214e-07
100,18.71375,140117.260,42.9675,7.932696e-07
100,18.72500,140131.442,43.0046,7.953235e-07
100,18.73625,140145.587,43.0417,7.973829e-07
100,18.74750,140159.696,43.0788,7.994479e-07
100,18.75875,140173.768,43.1159,8.015185e-07
100,18.77000,140187.804,43.1531,8.035947e-07
100,18.78125,140201.804,43.1904,8.056766e-07
100,18.79250,140215.767,43.2276,8.077641e-07
100,18.80375,140229.694,43.2649,8.098573e-07
100,18.81500,140243.586,43.3023,8.119562e-07
100,18.82625,140257.441,43.3397,8.140608e-07
100,18.83750,140271.261,43.3771,8.161711e-07
100,18.84875,140285.045,43.4145,8.182872e-07
100,18.86000,140298.793,43.4520,8.204090e-07
100,18.87125,140312.505,43.4896,8.225366e-07
100,18.88250,140326.183,43.5271,8.246700e-07
100,18.89375,140339.824,43.5647,8.268092e-07
100,18.90500,140353.431,43.6024,8.289542e-07
100,18.91625,140367.002,43.6401,8.311051e-07
100,18.92750,140380.539,43.6778,8.332618e-07
100,18.93875,140394.040,43.7155,8.354244e-07
100,18.95000,140407.506,43.7533,8.375929e-07
100,18.96125,140420.937,43.7911,8.397673e-07
100,18.97250,140434.334,43.8290,8.419477e-07
100,18.98375,140447.696,43.8669,8.441340e-07
100,18.99500,140461.023,43.9049,8.463263e-07
100,19.00625,140474.316,43.9428,8.485246e-07
100,19.01750,140487.574,43.9809,8.507289e-07
100,19.02875,140500.798,44.0189,8.529392e-07
100,19.04000,140513.988,44.0570,8.551555e-07
100,19.05125,140527.143,44.0951,8.573779e-07
100,19.06250,140540.265,44.1333,8.596064e-07
100,19.07375,140553.352,44.1715,8.618410e-07
100,19.08500,140566.405,44.2098,8.640817e-07
100,19.09625,140579.425,44.2481,8.663285e-07
100,19.10750,140592.411,44.2864,8.685815e-07
100,19.11875,140605.363,44.3247,8.708406e-07
100,19.13000,140618.282,44.3631,8.731060e-07
100,19.14125,140631.167,44.4016,8.753775e-07
100,19.15250,140644.018,44.4401,8.776553e-07
100,19.16375,140656.836,44.4786,8.799393e-07
100,19.17500,140669.621,44.5171,8.822296e-07
100,19.18625,140682.373,44.5557,8.845261e-07
100,19.19750,140695.092,44.5944,8.868290e-07
100,19.20875,140707.777,44.6330,8.891382e-07
100,19.22000,140720.430,44.6717,8.914537e-07
100,19.23125,140733.050,44.7105,8.937756e-07
100,19.24250,140745.637,44.7493,8.961039e-07
100,19.25375,140758.191,44.7881,8.984385e-07
100,19.26500,140770.713,44.8270,9.007796e-07
100,19.27625,140783.202,44.8659,9.031271e-07
100,19.28750,140795.659,44.9048,9.054811e-07
100,19.29875,140808.083,44.9438,9.078415e-07
100,19.31000,140820.475,44.9828,9.102085e-07
120,5.00000,0.000,16.0226,4.113362e-08
120,5.01125,273.499,16.0447,4.130431e-08
120,5.02250,545.868,16.0668,4.147545e-08
120,5.03375,817.112,16.0890,4.164704e-08
120,5.04500,1087.240,16.1111,4.181908e-08
120,5.05625,1356.256,16.1332,4.199157e-08
120,5.06750,1624.166,16.1553,4.216452e-08
120,5.07875,1890.978,16.1774,4.233792e-08
120,5.09000,2156.698,16.1996,4.251177e-08
120,5.10125,2421.330,16.2217,4.268608e-08
120,5.11250,2684.882,16.2438,4.286085e-08
120,5.12375,2947.359,16.2659,4.303608e-08
120,5.13500,3208.768,16.2880,4.321176e-08
120,5.14625,3469.114,16.3101,4.338790e-08
120,5.15750,3728.403,16.3322,4.356451e-08
120,5.16875,3986.640,16.3543,4.374158e-08
120,5.18000,4243.833,16.3764,4.391911e-08
120,5.19125,4499.986,16.3985,4.409710e-08
120,5.20250,4755.104,16.4206,4.427556e-08
120,5.21375,5009.195,16.4427,4.445449e-08
120,5.22500,5262.263,16.4647,4.463388e-08
120,5.23625,5514.313,16.4868,4.481374e-08
120,5.24750,5765.352,16.5089,4.499408e-08
120,5.25875,6015.385,16.5310,4.517488e-08
120,5.27000,6264.418,16.5531,4.535615e-08
120,5.28125,6512.455,16.5752,4.553790e-08
120,5.29250,6759.501,16.5972,4.572012e-08
120,5.30375,7005.564,16.6193,4.590281e-08
120,5.31500,7250.647,16.6414,4.608598e-08
120,5.32625,7494.756,16.6635,4.626963e-08
120,5.33750,7737.896,16.6855,4.645376e-08
120,5.34875,7980.072,16.7076,4.663836e-08
120,5.36000,8221.290,16.7297,4.682345e-08
120,5.37125,8461.554,16.7518,4.700902e-08
120,5.38250,8700.870,16.7738,4.719507e-08
120,5.39375,8939.242,16.7959,4.738160e-08
120,5.40500,9176.676,16.8180,4.756862e-08
120,5.41625,9413.177,16.8400,4.775612e-08
120,5.42750,9648.749,16.8621,4.794411e-08
120,5.43875,9883.397,16.8842,4.813259e-08
120,5.45000,10117.126,16.9062,4.832155e-08
120,5.46125,10349.942,16.9283,4.851101e-08
120,5.47250,10581.848,16.9504,4.870096e-08
120,5.48375,10812.849,16.9724,4.889140e-08
120,5.49500,11042.951,16.9945,4.908233e-08
120,5.50625,11272.158,17.0166,4.927376e-08
120,5.51750,11500.474,17.0386,4.946568e-08
120,5.52875,11727.904,17.0607,4.965811e-08
120,5.54000,11954.454,17.0828,4.985102e-08
120,5.55125,12180.126,17.1048,5.004444e-08
120,5.56250,12404.926,17.1269,5.023836e-08
120,5.57375,12628.859,17.1490,5.043278e-08
120,5.58500,12851.928,17.1710,5.062770e-08
120,5.59625,13074.138,17.1931,5.082313e-08
120,5.60750,13295.494,17.2151,5.101906e-08
120,5.61875,13516.000,17.2372,5.121549e-08
120,5.63000,13735.660,17.2593,5.141244e-08
120,5.64125,13954.479,17.2813,5.160989e-08
120,5.65250,14172.460,17.3034,5.180785e-08
120,5.66375,14389.609,17.3255,5.200632e-08
120,5.67500,14605.929,17.3476,5.220530e-08
120,5.68625,14821.424,17.3696,5.240480e-08
120,5.69750,15036.099,17.3917,5.260481e-08
120,5.70875,15249.958,17.4138,5.280533e-08
120,5.72000,15463.004,17.4358,5.300638e-08
120,5.73125,15675.243,17.4579,5.320793e-08
120,5.74250,15886.678,17.4800,5.341001e-08
120,5.75375,16097.312,17.5021,5.361261e-08
120,5.76500,16307.151,17.5241,5.381573e-08
120,5.77625,16516.198,17.5462,5.401937e-08
120,5.78750,16724.456,17.5683,5.422353e-08
120,5.79875,16931.931,17.5904,5.442822e-08
120,5.81000,17138.625,17.6124,5.463343e-08
120,5.82125,17344.543,17.6345,5.483918e-08
120,5.83250,17549.688,17.6566,5.504545e-08
120,5.84375,17754.065,17.6787,5.525224e-08
120,5.85500,17957.676,17.7008,5.545957e-08
120,5.86625,18160.527,17.7229,5.566744e-08
120,5.87750,18362.620,17.7449,5.587583e-08
120,5.88875,18563.959,17.7670,5.608476e-08
120,5.90000,18764.548,17.7891,5.629422e-08
120,5.91125,18964.391,17.8112,5.650422e-08
120,5.92250,19163.491,17.8333,5.671476e-08
120,5.93375,19361.853,17.8554,5.692584e-08
120,5.94500,19559.478,17.8775,5.713746e-08
120,5.95625,19756.372,17.8996,5.734962e-08
120,5.96750,19952.537,17.9217,5.756232e-08
120,5.97875,20147.977,17.9438,5.777556e-08
120,5.99000,20342.696,17.9659,5.798936e-08
120,6.00125,20536.697,17.9880,5.820369e-08
120,6.01250,20729.984,18.0101,5.841858e-08
120,6.02375,20922.560,18.0322,5.863401e-08
120,6.03500,21114.428,18.0544,5.885000e-08
120,6.04625,21305.592,18.0765,5.906653e-08
120,6.05750,21496.055,18.0986,5.928362e-08
120,6.06875,21685.821,18.1207,5.950127e-08
120,6.08000,21874.892,18.1428,5.971946e-08
120,6.09125,22063.273,18.1650,5.993822e-08
120,6.10250,22250.967,18.1871,6.015753e-08
120,6.11375,22437.976,18.2092,6.037740e-08
120,6.12500,22624.304,18.2314,6.059783e-08
120,6.13625,22809.954,18.2535,6.081883e-08
120,6.14750,22994.929,18.2756,6.104038e-08
120,6.15875,23179.234,18.2978,6.126250e-08
120,6.17000,23362.870,18.3199,6.148519e-08
120,6.18125,23545.840,18.3421,6.170844e-08
120,6.19250,23728.149,18.3642,6.193226e-08
120,6.20375,23909.799,18.3864,6.215665e-08
120,6.21500,24090.794,18.4085,6.238161e-08
120,6.22625,24271.135,18.4307,6.260714e-08
120,6.23750,24450.827,18.4528,6.283325e-08
120,6.24875,24629.873,18.4750,6.305993e-08
120,6.26000,24808.274,18.4972,6.328718e-08
120,6.27125,24986.035,18.5193,6.351502e-08
120,6.28250,25163.159,18.5415,6.374343e-08
120,6.29375,25339.648,18.5637,6.397242e-08
120,6.30500,25515.505,18.5859,6.420199e-08
120,6.31625,25690.733,18.6080,6.443214e-08
120,6.32750,25865.335,18.6302,6.466288e-08
120,6.33875,26039.315,18.6524,6.489420e-08
120,6.35000,26212.674,18.6746,6.512611e-08
120,6.36125,26385.415,18.6968,6.535861e-08
120,6.37250,26557.543,18.7190,6.559169e-08
120,6.38375,26729.058,18.7412,6.582537e-08
120,6.39500,26899.965,18.7634,6.605964e-08
120,6.40625,27070.266,18.7856,6.629450e-08
120,6.41750,27239.963,18.8078,6.652995e-08
120,6.42875,27409.060,18.8301,6.676600e-08
120,6.44000,27577.559,18.8523,6.700265e-08
120,6.45125,27745.463,18.8745,6.723990e-08
120,6.46250,27912.774,18.8967,6.747774e-08
120,6.47375,28079.496,18.9190,6.771619e-08
120,6.48500,28245.630,18.9412,6.795524e-08
120,6.49625,28411.180,18.9634,6.819490e-08
120,6.50750,28576.149,18.9857,6.843515e-08
120,6.51875,28740.538,19.0079,6.867602e-08
120,6.53000,28904.350,19.0302,6.891749e-08
120,6.54125,29067.589,19.0524,6.915958e-08
120,6.55250,29230.256,19.0747,6.940227e-08
120,6.56375,29392.355,19.0970,6.964558e-08
120,6.57500,29553.887,19.1192,6.988950e-08
120,6.58625,29714.855,19.1415,7.013403e-08
120,6.59750,29875.263,19.1638,7.037918e-08
120,6.60875,30035.111,19.1861,7.062495e-08
120,6.62000,30194.403,19.2084,7.087134e-08
120,6.63125,30353.141,19.2306,7.111834e-08
120,6.64250,30511.329,19.2529,7.136598e-08
120,6.65375,30668.967,19.2752,7.161423e-08
120,6.66500,30826.058,19.2975,7.186311e-08
120,6.67625,30982.606,19.3198,7.211261e-08
120,6.68750,31138.612,19.3422,7.236274e-08
120,6.69875,31294.079,19.3645,7.261351e-08
120,6.71000,31449.009,19.3868,7.286490e-08
120,6.72125,31603.404,19.4091,7.311692e-08
120,6.73250,31757.267,19.4315,7.336958e-08
120,6.74375,31910.600,19.4538,7.362287e-08
120,6.75500,32063.406,19.4761,7.387680e-08
120,6.76625,32215.687,19.4985,7.413137e-08
120,6.77750,32367.444,19.5208,7.438657e-08
120,6.78875,32518.681,19.5432,7.464242e-08
120,6.80000,32669.400,19.5655,7.489890e-08
120,6.81125,32819.602,19.5879,7.515604e-08
120,6.82250,32969.291,19.6103,7.541381e-08
120,6.83375,33118.468,19.6326,7.567224e-08
120,6.84500,33267.135,19.6550,7.593131e-08
120,6.85625,33415.296,19.6774,7.619103e-08
120,6.86750,33562.951,19.6998,7.645140e-08
120,6.87875,33710.103,19.7222,7.671242e-08
120,6.89000,33856.755,19.7446,7.697410e-08
120,6.90125,34002.908,19.7670,7.723643e-08
120,6.91250,34148.564,19.7894,7.749942e-08
120,6.92375,34293.727,19.8118,7.776307e-08
120,6.93500,34438.397,19.8342,7.802738e-08
120,6.94625,34582.577,19.8567,7.829234e-08
120,6.95750,34726.269,19.8791,7.855798e-08
120,6.96875,34869.476,19.9015,7.882427e-08
120,6.98000,35012.198,19.9240,7.909123e-08
120,6.99125,35154.439,19.9464,7.935886e-08
120,7.00250,35296.200,19.9689,7.962716e-08
120,7.01375,35437.484,19.9913,7.989613e-08
120,7.02500,35578.291,20.0138,8.016577e-08
120,7.03625,35718.626,20.0363,8.043608e-08
120,7.04750,35858.488,20.0587,8.070707e-08
120,7.05875,35997.881,20.0812,8.097873e-08
