sigma_max_MPa,a_mm,N_cycles,dK_MPa_sqrt_m,dadN_m_per_cyc
80,8.81375,179037.066,15.7845,3.932680e-08
80,8.82500,179323.131,15.8003,3.944515e-08
80,8.83625,179608.337,15.8161,3.956378e-08
80,8.84750,179892.688,15.8319,3.968270e-08
80,8.85875,180176.187,15.8478,3.980191e-08
80,8.87000,180458.836,15.8636,3.992141e-08
80,8.88125,180740.640,15.8795,4.004120e-08
80,8.89250,181021.601,15.8953,4.016128e-08
80,8.90375,181301.721,15.9112,4.028165e-08
80,8.91500,181581.005,15.9271,4.040231e-08
80,8.92625,181859.454,15.9429,4.052327e-08
80,8.93750,182137.072,15.9588,4.064452e-08
80,8.94875,182413.863,15.9747,4.076606e-08
80,8.96000,182689.827,15.9906,4.088789e-08
80,8.97125,182964.970,16.0065,4.101002e-08
80,8.98250,183239.293,16.0224,4.113245e-08
80,8.99375,183512.800,16.0383,4.125517e-08
80,9.00500,183785.493,16.0543,4.137820e-08
80,9.01625,184057.375,16.0702,4.150151e-08
80,9.02750,184328.450,16.0861,4.162513e-08
80,9.03875,184598.719,16.1021,4.174905e-08
80,9.05000,184868.186,16.1180,4.187326e-08
80,9.06125,185136.854,16.1340,4.199778e-08
80,9.07250,185404.725,16.1500,4.212260e-08
80,9.08375,185671.803,16.1659,4.224772e-08
80,9.09500,185938.090,16.1819,4.237314e-08
80,9.10625,186203.588,16.1979,4.249886e-08
80,9.11750,186468.301,16.2139,4.262489e-08
80,9.12875,186732.231,16.2299,4.275123e-08
80,9.14000,186995.382,16.2459,4.287787e-08
80,9.15125,187257.755,16.2619,4.300481e-08
80,9.16250,187519.353,16.2780,4.313206e-08
80,9.17375,187780.180,16.2940,4.325963e-08
80,9.18500,188040.238,16.3100,4.338749e-08
80,9.19625,188299.529,16.3261,4.351567e-08
80,9.20750,188558.057,16.3421,4.364416e-08
80,9.21875,188815.823,16.3582,4.377296e-08
80,9.23000,189072.831,16.3743,4.390206e-08
80,9.24125,189329.083,16.3903,4.403149e-08
80,9.25250,189584.582,16.4064,4.416122e-08
80,9.26375,189839.331,16.4225,4.429126e-08
80,9.27500,190093.331,16.4386,4.442162e-08
80,9.28625,190346.586,16.4547,4.455230e-08
80,9.29750,190599.099,16.4708,4.468329e-08
80,9.30875,190850.871,16.4869,4.481460e-08
80,9.32000,191101.905,16.5031,4.494622e-08
80,9.33125,191352.204,16.5192,4.507816e-08
80,9.34250,191601.770,16.5353,4.521042e-08
80,9.35375,191850.607,16.5515,4.534300e-08
80,9.36500,192098.716,16.5676,4.547590e-08
80,9.37625,192346.100,16.5838,4.560912e-08
80,9.38750,192592.761,16.6000,4.574266e-08
80,9.39875,192838.702,16.6161,4.587652e-08
80,9.41000,193083.925,16.6323,4.601070e-08
80,9.42125,193328.434,16.6485,4.614521e-08
80,9.43250,193572.229,16.6647,4.628005e-08
80,9.44375,193815.315,16.6809,4.641520e-08
80,9.45500,194057.692,16.6971,4.655069e-08
80,9.46625,194299.364,16.7134,4.668650e-08
80,9.47750,194540.333,16.7296,4.682263e-08
80,9.48875,194780.602,16.7458,4.695910e-08
80,9.50000,195020.172,16.7621,4.709589e-08
80,9.51125,195259.046,16.7783,4.723302e-08
80,9.52250,195497.227,16.7946,4.737047e-08
80,9.53375,195734.717,16.8109,4.750826e-08
80,9.54500,195971.518,16.8271,4.764637e-08
80,9.55625,196207.632,16.8434,4.778482e-08
80,9.56750,196443.062,16.8597,4.792361e-08
80,9.57875,196677.811,16.8760,4.806272e-08
80,9.59000,196911.880,16.8923,4.820218e-08
80,9.60125,197145.272,16.9086,4.834196e-08
80,9.61250,197377.989,16.9249,4.848209e-08
80,9.62375,197610.034,16.9413,4.862255e-08
80,9.63500,197841.408,16.9576,4.876335e-08
80,9.64625,198072.114,16.9739,4.890449e-08
80,9.65750,198302.154,16.9903,4.904597e-08
80,9.66875,198531.531,17.0067,4.918779e-08
80,9.68000,198760.246,17.0230,4.932995e-08
80,9.69125,198988.302,17.0394,4.947245e-08
80,9.70250,199215.702,17.0558,4.961529e-08
80,9.71375,199442.446,17.0722,4.975848e-08
80,9.72500,199668.538,17.0886,4.990201e-08
80,9.73625,199893.980,17.1050,5.004589e-08
80,9.74750,200118.774,17.1214,5.019011e-08
80,9.75875,200342.921,17.1378,5.033468e-08
80,9.77000,200566.425,17.1543,5.047960e-08
80,9.78125,200789.288,17.1707,5.062487e-08
80,9.79250,201011.511,17.1871,5.077048e-08
80,9.80375,201233.096,17.2036,5.091645e-08
80,9.81500,201454.046,17.2201,5.106277e-08
80,9.82625,201674.363,17.2365,5.120943e-08
80,9.83750,201894.049,17.2530,5.135645e-08
80,9.84875,202113.107,17.2695,5.150383e-08
80,9.86000,202331.537,17.2860,5.165156e-08
80,9.87125,202549.343,17.3025,5.179964e-08
80,9.88250,202766.526,17.3190,5.194808e-08
80,9.89375,202983.088,17.3355,5.209687e-08
80,9.90500,203199.032,17.3521,5.224602e-08
80,9.91625,203414.359,17.3686,5.239554e-08
80,9.92750,203629.072,17.3851,5.254541e-08
80,9.93875,203843.173,17.4017,5.269563e-08
80,9.95000,204056.663,17.4183,5.284623e-08
80,9.96125,204269.545,17.4348,5.299718e-08
80,9.97250,204481.820,17.4514,5.314849e-08
80,9.98375,204693.491,17.4680,5.330017e-08
80,9.99500,204904.560,17.4846,5.345221e-08
80,10.00625,205115.028,17.5012,5.360462e-08
80,10.01750,205324.898,17.5178,5.375739e-08
80,10.02875,205534.172,17.5344,5.391053e-08
80,10.04000,205742.851,17.5510,5.406404e-08
80,10.05125,205950.937,17.5677,5.421791e-08
80,10.06250,206158.433,17.5843,5.437216e-08
80,10.07375,206365.341,17.6010,5.452677e-08
80,10.08500,206571.662,17.6176,5.468176e-08
80,10.09625,206777.397,17.6343,5.483712e-08
80,10.10750,206982.550,17.6510,5.499285e-08
80,10.11875,207187.123,17.6677,5.514895e-08
80,10.13000,207391.116,17.6844,5.530543e-08
80,10.14125,207594.531,17.7011,5.546228e-08
80,10.15250,207797.372,17.7178,5.561951e-08
80,10.16375,207999.639,17.7345,5.577712e-08
80,10.17500,208201.335,17.7512,5.593510e-08
80,10.18625,208402.461,17.7680,5.609347e-08
80,10.19750,208603.019,17.7847,5.625221e-08
80,10.20875,208803.011,17.8015,5.641134e-08
80,10.22000,209002.439,17.8182,5.657084e-08
80,10.23125,209201.305,17.8350,5.673073e-08
80,10.24250,209399.610,17.8518,5.689100e-08
80,10.25375,209597.356,17.8686,5.705166e-08
80,10.26500,209794.546,17.8854,5.721270e-08
80,10.27625,209991.181,17.9022,5.737412e-08
80,10.28750,210187.262,17.9190,5.753594e-08
80,10.29875,210382.792,17.9358,5.769814e-08
80,10.31000,210577.772,17.9526,5.786073e-08
80,10.32125,210772.205,17.9695,5.802371e-08
80,10.33250,210966.091,17.9863,5.818708e-08
80,10.34375,211159.433,18.0032,5.835084e-08
80,10.35500,211352.232,18.0200,5.851500e-08
80,10.36625,211544.491,18.0369,5.867955e-08
80,10.37750,211736.210,18.0538,5.884449e-08
80,10.38875,211927.392,18.0707,5.900983e-08
80,10.40000,212118.038,18.0876,5.917556e-08
80,10.41125,212308.150,18.1045,5.934169e-08
80,10.42250,212497.730,18.1214,5.950822e-08
80,10.43375,212686.780,18.1384,5.967515e-08
80,10.44500,212875.300,18.1553,5.984248e-08
80,10.45625,213063.294,18.1722,6.001020e-08
80,10.46750,213250.762,18.1892,6.017834e-08
80,10.47875,213437.706,18.2062,6.034687e-08
80,10.49000,213624.129,18.2231,6.051580e-08
80,10.50125,213810.031,18.2401,6.068515e-08
80,10.51250,213995.414,18.2571,6.085489e-08
80,10.52375,214180.280,18.2741,6.102505e-08
80,10.53500,214364.630,18.2911,6.119561e-08
80,10.54625,214548.467,18.3081,6.136658e-08
80,10.55750,214731.791,18.3252,6.153795e-08
80,10.56875,214914.605,18.3422,6.170974e-08
80,10.58000,215096.911,18.3592,6.188194e-08
80,10.59125,215278.708,18.3763,6.205456e-08
80,10.60250,215460.000,18.3934,6.222758e-08
80,10.61375,215640.788,18.4104,6.240102e-08
80,10.62500,215821.074,18.4275,6.257488e-08
80,10.63625,216000.859,18.4446,6.274915e-08
80,10.64750,216180.144,18.4617,6.292384e-08
80,10.65875,216358.931,18.4788,6.309895e-08
80,10.67000,216537.223,18.4959,6.327447e-08
80,10.68125,216715.020,18.5131,6.345042e-08
80,10.69250,216892.323,18.5302,6.362679e-08
80,10.70375,217069.136,18.5473,6.380358e-08
80,10.71500,217245.458,18.5645,6.398079e-08
80,10.72625,217421.292,18.5817,6.415843e-08
80,10.73750,217596.639,18.5988,6.433649e-08
80,10.74875,217771.501,18.6160,6.451498e-08
80,10.76000,217945.879,18.6332,6.469390e-08
80,10.77125,218119.775,18.6504,6.487324e-08
80,10.78250,218293.190,18.6676,6.505301e-08
80,10.79375,218466.126,18.6848,6.523322e-08
80,10.80500,218638.584,18.7021,6.541385e-08
80,10.81625,218810.566,18.7193,6.559492e-08
80,10.82750,218982.073,18.7366,6.577642e-08
80,10.83875,219153.107,18.7538,6.595836e-08
80,10.85000,219323.669,18.7711,6.614073e-08
80,10.86125,219493.761,18.7884,6.632354e-08
80,10.87250,219663.384,18.8057,6.650678e-08
80,10.88375,219832.540,18.8230,6.669046e-08
80,10.89500,220001.230,18.8403,6.687459e-08
80,10.90625,220169.455,18.8576,6.705915e-08
80,10.91750,220337.218,18.8749,6.724415e-08
80,10.92875,220504.518,18.8922,6.742960e-08
80,10.94000,220671.359,18.9096,6.761549e-08
80,10.95125,220837.741,18.9269,6.780183e-08
80,10.96250,221003.666,18.9443,6.798861e-08
80,10.97375,221169.135,18.9617,6.817584e-08
80,10.98500,221334.149,18.9791,6.836352e-08
80,10.99625,221498.711,18.9965,6.855164e-08
80,11.00750,221662.820,19.0139,6.874022e-08
80,11.01875,221826.480,19.0313,6.892925e-08
80,11.03000,221989.691,19.0487,6.911873e-08
80,11.04125,222152.454,19.0661,6.930866e-08
80,11.05250,222314.772,19.0836,6.949905e-08
80,11.06375,222476.644,19.1010,6.968989e-08
80,11.07500,222638.074,19.1185,6.988119e-08
80,11.08625,222799.061,19.1360,7.007295e-08
80,11.09750,222959.608,19.1534,7.026517e-08
80,11.10875,223119.716,19.1709,7.045785e-08
80,11.12000,223279.386,19.1884,7.065098e-08
80,11.13125,223438.619,19.2059,7.084458e-08
80,11.14250,223597.418,19.2235,7.103865e-08
80,11.15375,223755.782,19.2410,7.123318e-08
80,11.16500,223913.714,19.2585,7.142817e-08
80,11.17625,224071.215,19.2761,7.162363e-08
80,11.18750,224228.286,19.2936,7.181956e-08
80,11.19875,224384.929,19.3112,7.201595e-08
80,11.21000,224541.144,19.3288,7.221282e-08
80,11.22125,224696.934,19.3464,7.241016e-08
80,11.23250,224852.299,19.3640,7.260797e-08
80,11.24375,225007.240,19.3816,7.280625e-08
80,11.25500,225161.760,19.3992,7.300501e-08
80,11.26625,225315.859,19.4168,7.320424e-08
80,11.27750,225469.539,19.4345,7.340395e-08
80,11.28875,225622.800,19.4521,7.360414e-08
80,11.30000,225775.645,19.4698,7.380481e-08
80,11.31125,225928.074,19.4875,7.400596e-08
80,11.32250,226080.089,19.5052,7.420758e-08
80,11.33375,226231.690,19.5228,7.440970e-08
80,11.34500,226382.880,19.5406,7.461229e-08
80,11.35625,226533.660,19.5583,7.481537e-08
80,11.36750,226684.030,19.5760,7.501894e-08
80,11.37875,226833.992,19.5937,7.522299e-08
80,11.39000,226983.548,19.6115,7.542753e-08
80,11.40125,227132.697,19.6292,7.563257e-08
80,11.41250,227281.443,19.6470,7.583809e-08
80,11.42375,227429.785,19.6648,7.604410e-08
80,11.43500,227577.726,19.6825,7.625061e-08
80,11.44625,227725.265,19.7003,7.645761e-08
80,11.45750,227872.406,19.7181,7.666511e-08
80,11.46875,228019.148,19.7360,7.687310e-08
80,11.48000,228165.493,19.7538,7.708160e-08
80,11.49125,228311.442,19.7716,7.729059e-08
80,11.50250,228456.997,19.7895,7.750008e-08
80,11.51375,228602.158,19.8073,7.771007e-08
80,11.52500,228746.927,19.8252,7.792057e-08
80,11.53625,228891.305,19.8431,7.813157e-08
80,11.54750,229035.292,19.8610,7.834307e-08
80,11.55875,229178.892,19.8789,7.855509e-08
80,11.57000,229322.103,19.8968,7.876761e-08
80,11.58125,229464.928,19.9147,7.898063e-08
80,11.59250,229607.368,19.9326,7.919417e-08
80,11.60375,229749.424,19.9506,7.940822e-08
80,11.61500,229891.097,19.9685,7.962279e-08
80,11.62625,230032.388,19.9865,7.983786e-08
80,11.63750,230173.299,20.0045,8.005345e-08
80,11.64875,230313.830,20.0224,8.026956e-08
80,11.66000,230453.983,20.0404,8.048619e-08
80,11.67125,230593.758,20.0584,8.070333e-08
80,11.68250,230733.158,20.0765,8.092100e-08
80,11.69375,230872.182,20.0945,8.113918e-08
80,11.70500,231010.833,20.1125,8.135789e-08
80,11.71625,231149.111,20.1306,8.157713e-08
80,11.72750,231287.017,20.1486,8.179688e-08
80,11.73875,231424.553,20.1667,8.201717e-08
80,11.75000,231561.719,20.1848,8.223798e-08
80,11.76125,231698.518,20.2029,8.245932e-08
80,11.77250,231834.948,20.2210,8.268119e-08
80,11.78375,231971.013,20.2391,8.290360e-08
80,11.79500,232106.713,20.2572,8.312654e-08
80,11.80625,232242.049,20.2754,8.335001e-08
80,11.81750,232377.022,20.2935,8.357401e-08
80,11.82875,232511.633,20.3117,8.379856e-08
80,11.84000,232645.884,20.3298,8.402364e-08
80,11.85125,232779.775,20.3480,8.424926e-08
80,11.86250,232913.307,20.3662,8.447542e-08
80,11.87375,233046.482,20.3844,8.470213e-08
80,11.88500,233179.300,20.4026,8.492937e-08
80,11.89625,233311.763,20.4208,8.515717e-08
80,11.90750,233443.872,20.4391,8.538551e-08
80,11.91875,233575.627,20.4573,8.561439e-08
80,11.93000,233707.030,20.4756,8.584383e-08
80,11.94125,233838.082,20.4939,8.607381e-08
80,11.95250,233968.784,20.5121,8.630435e-08
80,11.96375,234099.137,20.5304,8.653544e-08
80,11.97500,234229.141,20.5487,8.676708e-08
80,11.98625,234358.799,20.5670,8.699928e-08
80,11.99750,234488.110,20.5854,8.723204e-08
80,12.00875,234617.076,20.6037,8.746536e-08
80,12.02000,234745.699,20.6221,8.769923e-08
80,12.03125,234873.978,20.6404,8.793367e-08
80,12.04250,235001.915,20.6588,8.816867e-08
80,12.05375,235129.512,20.6772,8.840423e-08
80,12.06500,235256.768,20.6956,8.864036e-08
80,12.07625,235383.686,20.7140,8.887705e-08
80,12.08750,235510.265,20.7324,8.911431e-08
80,12.09875,235636.507,20.7508,8.935215e-08
80,12.11000,235762.414,20.7692,8.959055e-08
80,12.12125,235887.985,20.7877,8.982952e-08
80,12.13250,236013.222,20.8062,9.006907e-08
80,12.14375,236138.126,20.8246,9.030920e-08
80,12.15500,236262.698,20.8431,9.054990e-08
80,12.16625,236386.939,20.8616,9.079118e-08
80,12.17750,236510.850,20.8801,9.103303e-08
80,12.18875,236634.431,20.8986,9.127547e-08
80,12.20000,236757.685,20.9172,9.151849e-08
80,12.21125,236880.611,20.9357,9.176210e-08
80,12.22250,237003.210,20.9543,9.200629e-08
80,12.23375,237125.484,20.9728,9.225106e-08
80,12.24500,237247.434,20.9914,9.249643e-08
80,12.25625,237369.061,21.0100,9.274238e-08
80,12.26750,237490.364,21.0286,9.298892e-08
80,12.27875,237611.347,21.0472,9.323606e-08
80,12.29000,237732.008,21.0658,9.348379e-08
80,12.30125,237852.350,21.0845,9.373212e-08
80,12.31250,237972.373,21.1031,9.398104e-08
80,12.32375,238092.078,21.1218,9.423056e-08
80,12.33500,238211.466,21.1405,9.448068e-08
80,12.34625,238330.538,21.1591,9.473141e-08
80,12.35750,238449.294,21.1778,9.498273e-08
80,12.36875,238567.737,21.1965,9.523466e-08
80,12.38000,238685.866,21.2153,9.548720e-08
80,12.39125,238803.683,21.2340,9.574034e-08
80,12.40250,238921.188,21.2527,9.599409e-08
80,12.41375,239038.383,21.2715,9.624845e-08
80,12.42500,239155.268,21.2903,9.650342e-08
80,12.43625,239271.844,21.3090,9.675901e-08
80,12.44750,239388.113,21.3278,9.701521e-08
80,12.45875,239504.074,21.3466,9.727203e-08
80,12.47000,239619.729,21.3654,9.752947e-08
80,12.48125,239735.079,21.3843,9.778752e-08
80,12.49250,239850.124,21.4031,9.804620e-08
80,12.50375,239964.866,21.4220,9.830550e-08
80,12.51500,240079.305,21.4408,9.856542e-08
80,12.52625,240193.442,21.4597,9.882597e-08
80,12.53750,240307.279,21.4786,9.908715e-08
80,12.54875,240420.815,21.4975,9.934895e-08
80,12.56000,240534.052,21.5164,9.961139e-08
80,12.57125,240646.991,21.5353,9.987445e-08
80,12.58250,240759.633,21.5543,1.001382e-07
80,12.59375,240871.978,21.5732,1.004025e-07
80,12.60500,240984.027,21.5922,1.006675e-07
80,12.61625,241095.781,21.6111,1.009331e-07
80,12.62750,241207.241,21.6301,1.011993e-07
80,12.63875,241318.407,21.6491,1.014662e-07
80,12.65000,241429.282,21.6681,1.017338e-07
80,12.66125,241539.864,21.6872,1.020019e-07
80,12.67250,241650.156,21.7062,1.022708e-07
80,12.68375,241760.159,21.7252,1.025402e-07
80,12.69500,241869.872,21.7443,1.028104e-07
80,12.70625,241979.296,21.7634,1.030811e-07
80,12.71750,242088.434,21.7825,1.033526e-07
80,12.72875,242197.284,21.8016,1.036246e-07
80,12.74000,242305.849,21.8207,1.038974e-07
80,12.75125,242414.129,21.8398,1.041708e-07
80,12.76250,242522.125,21.8589,1.044448e-07
80,12.77375,242629.837,21.8781,1.047196e-07
80,12.78500,242737.267,21.8972,1.049949e-07
80,12.79625,242844.415,21.9164,1.052710e-07
80,12.80750,242951.282,21.9356,1.055477e-07
80,12.81875,243057.869,21.9548,1.058251e-07
80,12.83000,243164.177,21.9740,1.061031e-07
80,12.84125,243270.206,21.9932,1.063818e-07
80,12.85250,243375.957,22.0125,1.066612e-07
80,12.86375,243481.431,22.0317,1.069413e-07
80,12.87500,243586.629,22.0510,1.072220e-07
80,12.88625,243691.551,22.0703,1.075035e-07
80,12.89750,243796.199,22.0896,1.077856e-07
80,12.90875,243900.573,22.1089,1.080684e-07
80,12.92000,244004.674,22.1282,1.083518e-07
80,12.93125,244108.502,22.1475,1.086360e-07
80,12.94250,244212.059,22.1668,1.089208e-07
80,12.95375,244315.345,22.1862,1.092063e-07
80,12.96500,244418.361,22.2055,1.094925e-07
80,12.97625,244521.108,22.2249,1.097795e-07
80,12.98750,244623.586,22.2443,1.100671e-07
80,12.99875,244725.796,22.2637,1.103554e-07
80,13.01000,244827.740,22.2831,1.106443e-07
80,13.02125,244929.417,22.3026,1.109340e-07
80,13.03250,245030.828,22.3220,1.112244e-07
80,13.04375,245131.975,22.3415,1.115155e-07
80,13.05500,245232.858,22.3609,1.118073e-07
80,13.06625,245333.478,22.3804,1.120998e-07
80,13.07750,245433.835,22.3999,1.123931e-07
80,13.08875,245533.930,22.4194,1.126870e-07
80,13.10000,245633.764,22.4390,1.129816e-07
80,13.11125,245733.337,22.4585,1.132770e-07
80,13.12250,245832.652,22.4780,1.135730e-07
80,13.13375,245931.707,22.4976,1.138698e-07
80,13.14500,246030.504,22.5172,1.141673e-07
80,13.15625,246129.043,22.5368,1.144655e-07
80,13.16750,246227.326,22.5564,1.147645e-07
80,13.17875,246325.353,22.5760,1.150641e-07
80,13.19000,246423.125,22.5956,1.153645e-07
80,13.20125,246520.642,22.6153,1.156656e-07
80,13.21250,246617.905,22.6349,1.159675e-07
80,13.22375,246714.915,22.6546,1.162701e-07
80,13.23500,246811.672,22.6743,1.165734e-07
80,13.24625,246908.178,22.6940,1.168774e-07
80,13.25750,247004.433,22.7137,1.171822e-07
80,13.26875,247100.437,22.7334,1.174878e-07
80,13.28000,247196.192,22.7531,1.177940e-07
80,13.29125,247291.697,22.7729,1.181010e-07
80,13.30250,247386.955,22.7926,1.184088e-07
80,13.31375,247481.965,22.8124,1.187173e-07
80,13.32500,247576.728,22.8322,1.190265e-07
80,13.33625,247671.244,22.8520,1.193365e-07
80,13.34750,247765.515,22.8718,1.196473e-07
80,13.35875,247859.542,22.8917,1.199588e-07
80,13.37000,247953.324,22.9115,1.202711e-07
80,13.38125,248046.863,22.9314,1.205841e-07
80,13.39250,248140.159,22.9512,1.208979e-07
80,13.40375,248233.212,22.9711,1.212124e-07
80,13.41500,248326.025,22.9910,1.215277e-07
80,13.42625,248418.596,23.0109,1.218438e-07
80,13.43750,248510.927,23.0309,1.221607e-07
80,13.44875,248603.019,23.0508,1.224783e-07
80,13.46000,248694.872,23.0708,1.227967e-07
80,13.47125,248786.487,23.0907,1.231158e-07
80,13.48250,248877.865,23.1107,1.234358e-07
80,13.49375,248969.005,23.1307,1.237565e-07
80,13.50500,249059.909,23.1507,1.240780e-07
80,13.51625,249150.578,23.1708,1.244002e-07
80,13.52750,249241.012,23.1908,1.247233e-07
80,13.53875,249331.212,23.2109,1.250471e-07
80,13.55000,249421.178,23.2309,1.253718e-07
80,13.56125,249510.911,23.2510,1.256972e-07
80,13.57250,249600.412,23.2711,1.260234e-07
80,13.58375,249689.681,23.2912,1.263504e-07
80,13.59500,249778.719,23.3113,1.266782e-07
80,13.60625,249867.527,23.3315,1.270069e-07
80,13.61750,249956.105,23.3516,1.273363e-07
80,13.62875,250044.453,23.3718,1.276665e-07
80,13.64000,250132.574,23.3920,1.279975e-07
80,13.65125,250220.466,23.4122,1.283293e-07
80,13.66250,250308.131,23.4324,1.286619e-07
80,13.67375,250395.569,23.4526,1.289954e-07
80,13.68500,250482.782,23.4729,1.293296e-07
80,13.69625,250569.769,23.4931,1.296647e-07
80,13.70750,250656.531,23.5134,1.300006e-07
80,13.71875,250743.069,23.5337,1.303373e-07
80,13.73000,250829.384,23.5540,1.306748e-07
80,13.74125,250915.475,23.5743,1.310132e-07
80,13.75250,251001.345,23.5946,1.313523e-07
80,13.76375,251086.992,23.6149,1.316923e-07
80,13.77500,251172.418,23.6353,1.320332e-07
80,13.78625,251257.624,23.6557,1.323748e-07
80,13.79750,251342.610,23.6760,1.327173e-07
80,13.80875,251427.377,23.6964,1.330607e-07
80,13.82000,251511.925,23.7169,1.334048e-07
80,13.83125,251596.255,23.7373,1.337499e-07
80,13.84250,251680.367,23.7577,1.340957e-07
80,13.85375,251764.262,23.7782,1.344424e-07
80,13.86500,251847.941,23.7987,1.347900e-07
80,13.87625,251931.404,23.8191,1.351384e-07
80,13.88750,252014.652,23.8397,1.354876e-07
80,13.89875,252097.686,23.8602,1.358377e-07
80,13.91000,252180.505,23.8807,1.361887e-07
80,13.92125,252263.111,23.9012,1.365405e-07
80,13.93250,252345.504,23.9218,1.368932e-07
80,13.94375,252427.685,23.9424,1.372468e-07
80,13.95500,252509.654,23.9630,1.376012e-07
80,13.96625,252591.412,23.9836,1.379564e-07
80,13.97750,252672.960,24.0042,1.383126e-07
80,13.98875,252754.297,24.0248,1.386696e-07
80,14.00000,252835.425,24.0455,1.390275e-07
80,14.01125,252916.344,24.0662,1.393863e-07
80,14.02250,252997.055,24.0868,1.397459e-07
80,14.03375,253077.559,24.1075,1.401065e-07
80,14.04500,253157.855,24.1282,1.404679e-07
80,14.05625,253237.944,24.1490,1.408302e-07
80,14.06750,253317.828,24.1697,1.411934e-07
80,14.07875,253397.506,24.1905,1.415575e-07
80,14.09000,253476.979,24.2112,1.419224e-07
80,14.10125,253556.247,24.2320,1.422883e-07
80,14.11250,253635.312,24.2528,1.426551e-07
80,14.12375,253714.174,24.2736,1.430227e-07
80,14.13500,253792.832,24.2945,1.433913e-07
80,14.14625,253871.289,24.3153,1.437608e-07
80,14.15750,253949.544,24.3362,1.441312e-07
80,14.16875,254027.598,24.3571,1.445024e-07
80,14.18000,254105.451,24.3780,1.448746e-07
80,14.19125,254183.105,24.3989,1.452478e-07
80,14.20250,254260.559,24.4198,1.456218e-07
80,14.21375,254337.814,24.4407,1.459967e-07
80,14.22500,254414.870,24.4617,1.463726e-07
80,14.23625,254491.729,24.4827,1.467494e-07
80,14.24750,254568.390,24.5037,1.471271e-07
80,14.25875,254644.854,24.5247,1.475058e-07
80,14.27000,254721.123,24.5457,1.478854e-07
80,14.28125,254797.195,24.5667,1.482659e-07
80,14.29250,254873.072,24.5878,1.486474e-07
80,14.30375,254948.755,24.6088,1.490298e-07
80,14.31500,255024.243,24.6299,1.494131e-07
80,14.32625,255099.538,24.6510,1.497974e-07
80,14.33750,255174.639,24.6721,1.501826e-07
80,14.34875,255249.548,24.6933,1.505688e-07
80,14.36000,255324.265,24.7144,1.509559e-07
80,14.37125,255398.790,24.7356,1.513440e-07
80,14.38250,255473.124,24.7567,1.517330e-07
80,14.39375,255547.267,24.7779,1.521230e-07
80,14.40500,255621.220,24.7991,1.525140e-07
80,14.41625,255694.984,24.8204,1.529059e-07
80,14.42750,255768.559,24.8416,1.532988e-07
80,14.43875,255841.945,24.8629,1.536926e-07
80,14.45000,255915.143,24.8841,1.540874e-07
80,14.46125,255988.153,24.9054,1.544832e-07
80,14.47250,256060.977,24.9267,1.548800e-07
80,14.48375,256133.614,24.9480,1.552778e-07
80,14.49500,256206.065,24.9694,1.556765e-07
80,14.50625,256278.330,24.9907,1.560762e-07
80,14.51750,256350.410,25.0121,1.564769e-07
80,14.52875,256422.305,25.0335,1.568786e-07
80,14.54000,256494.017,25.0549,1.572813e-07
80,14.55125,256565.545,25.0763,1.576850e-07
